team,season,season_type,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,first_down_pass,first_down_rush,rush_touchdown,pass_touchdown,interception_off,fumble_off,offense_snaps,rush_snaps_off,pass_snaps_off,total_off_points,total_def_points,rush_pct_off,pass_pct_off,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,total_tds,td_pct,total_yards,yptouch,interception_def,fumble_def,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defense_snaps,rush_snaps_def,pass_snaps_def,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,rush_pct_def,pass_pct_def
BUF,2016,REG,5880,467.0,286.0,181.0,3250.0,4480.0,3228.0,1168.0,494,2630.0,155.0,146.0,30.0,17.0,7.0,20.0,1016,488,520,387.0,0.0,0.48,0.51,5.79,9.593,1.128,0.945,0.612,0.015,0.036,6.96,0.036,6.91,9.59,11.29,0.061,5.32,64.0,0.05,9108.0,7.3,12.0,18.0,588.0,239.0,137.0,39.0,76.0,3,1021,454,551,36.75,14.9375,8.5625,2.4375,4.75,0.1875,0.44,0.54
CAR,2016,REG,5776,544.0,306.0,238.0,3962.0,5711.0,3957.0,1466.0,454,1814.0,194.0,99.0,17.0,21.0,19.0,13.0,1057,448,601,359.0,24.0,0.42,0.57,5.46,10.498,1.252,1.138,0.562,0.035,0.039,7.28,0.039,7.27,10.5,12.93,0.037,4.0,59.0,0.05,9733.0,7.46,17.0,20.0,656.0,176.0,28.0,47.0,89.0,3,1041,365,663,41.0,11.0,1.75,2.9375,5.5625,0.1875,0.35,0.64
CHI,2016,REG,5874,540.0,347.0,193.0,4139.0,5153.0,4139.0,1654.0,380,1735.0,212.0,93.0,11.0,19.0,19.0,26.0,967,373,585,267.0,12.0,0.39,0.6,6.07,9.543,1.067,1.151,0.643,0.035,0.035,7.66,0.035,7.66,9.54,11.93,0.029,4.57,49.0,0.04,10013.0,7.9,8.0,13.0,683.0,136.0,60.0,37.0,73.0,2,1013,426,566,42.6875,8.5,3.75,2.3125,4.5625,0.125,0.42,0.56
CIN,2016,REG,5975,555.0,364.0,191.0,4206.0,4416.0,4206.0,1820.0,446,1769.0,204.0,100.0,17.0,18.0,8.0,16.0,1050,437,602,323.0,0.0,0.42,0.57,5.69,7.957,13.382,19.138,0.656,0.014,0.032,7.58,0.032,7.58,7.96,11.55,0.038,3.97,53.0,0.04,10181.0,7.46,17.0,16.0,653.0,202.0,45.0,33.0,99.0,0,1040,401,625,40.8125,12.625,2.8125,2.0625,6.1875,0.0,0.39,0.6
CLE,2016,REG,5405,553.0,338.0,215.0,3693.0,4852.0,3693.0,1694.0,350,1712.0,181.0,83.0,13.0,15.0,14.0,28.0,987,348,635,260.0,12.0,0.35,0.64,5.48,8.774,1.14,1.009,0.611,0.025,0.027,6.68,0.027,6.68,8.77,10.93,0.037,4.89,43.0,0.03,9098.0,7.33,10.0,10.0,662.0,182.0,25.0,26.0,78.0,1,1069,487,568,41.375,11.375,1.5625,1.625,4.875,0.0625,0.46,0.53
DAL,2016,POST,440,37.0,24.0,13.0,302.0,412.0,302.0,110.0,25,138.0,16.0,7.0,0.0,3.0,1.0,0.0,65,25,39,31.0,0.0,0.38,0.6,6.77,11.135,0.071,0.058,0.649,0.027,0.081,8.16,0.081,8.16,11.14,12.58,0.0,5.52,6.0,0.07,742.0,8.63,1.0,0.0,40.0,6.0,0.0,3.0,5.0,0,63,17,46,39.76470588235294,11.117647058823527,3.882352941176471,2.294117647058824,5.294117647058823,0.0,0.27,0.73
DAL,2016,REG,6195,477.0,325.0,152.0,3799.0,3877.0,3799.0,1645.0,499,2396.0,191.0,142.0,24.0,25.0,6.0,25.0,1012,483,511,421.0,0.0,0.48,0.5,6.12,8.128,0.671,0.746,0.681,0.013,0.052,7.96,0.052,7.96,8.13,11.69,0.048,4.8,74.0,0.06,9994.0,7.68,9.0,25.0,636.0,183.0,66.0,36.0,85.0,0,1015,337,672,39.76470588235294,11.117647058823527,3.882352941176471,2.294117647058824,5.294117647058823,0.0,0.33,0.66
DEN,2016,REG,5398,559.0,339.0,220.0,3914.0,5004.0,3914.0,1576.0,411,1484.0,181.0,76.0,11.0,20.0,11.0,21.0,1022,397,610,308.0,6.0,0.39,0.6,5.28,8.952,16.625,13.634,0.606,0.02,0.036,7.0,0.036,7.0,8.95,11.55,0.027,3.61,51.0,0.04,9312.0,7.11,14.0,26.0,693.0,149.0,42.0,42.0,107.0,4,1079,469,594,43.3125,9.3125,2.625,2.625,6.6875,0.25,0.43,0.55
DET,2016,POST,254,32.0,18.0,14.0,205.0,258.0,205.0,110.0,15,49.0,10.0,2.0,0.0,0.0,0.0,0.0,50,15,35,6.0,0.0,0.3,0.7,5.08,8.062,0.04,0.044,0.562,0.0,0.0,6.41,0.0,6.41,8.06,11.39,0.0,3.27,0.0,0.0,459.0,7.06,0.0,1.0,37.0,22.0,0.0,3.0,9.0,0,71,35,33,41.11764705882353,9.470588235294118,3.117647058823529,1.7058823529411764,4.470588235294118,0.0588235294117647,0.49,0.46
DET,2016,REG,5637,584.0,388.0,196.0,4327.0,4421.0,4327.0,2227.0,350,1310.0,217.0,76.0,9.0,24.0,10.0,9.0,983,342,630,325.0,6.0,0.35,0.64,5.73,7.57,0.685,0.808,0.664,0.017,0.041,7.41,0.041,7.41,7.57,11.15,0.026,3.74,57.0,0.04,9964.0,7.54,10.0,11.0,662.0,139.0,53.0,26.0,67.0,1,967,375,577,41.11764705882353,9.470588235294118,3.117647058823529,1.7058823529411764,4.470588235294118,0.0588235294117647,0.39,0.6
GB,2016,POST,1265,126.0,80.0,46.0,1004.0,1331.0,1004.0,332.0,61,261.0,53.0,16.0,3.0,9.0,2.0,1.0,199,60,138,93.0,0.0,0.3,0.69,6.36,10.563,2.26,1.775,0.635,0.016,0.071,7.97,0.071,7.97,10.56,12.55,0.049,4.28,21.0,0.08,2269.0,8.5,2.0,3.0,132.0,18.0,8.0,4.0,15.0,0,196,72,123,42.0,8.105263157894736,3.631578947368421,2.3157894736842106,5.052631578947368,0.0,0.37,0.63
GB,2016,REG,6146,612.0,403.0,209.0,4445.0,5387.0,4445.0,2043.0,376,1701.0,222.0,91.0,11.0,40.0,8.0,17.0,1033,358,655,433.0,6.0,0.35,0.63,5.95,8.802,9.146,8.62,0.658,0.013,0.065,7.26,0.065,7.26,8.8,11.03,0.029,4.52,91.0,0.07,10591.0,7.61,17.0,16.0,666.0,136.0,61.0,40.0,81.0,0,992,370,612,42.0,8.105263157894736,3.631578947368421,2.3157894736842106,5.052631578947368,0.0,0.37,0.62
HOU,2016,POST,593,62.0,37.0,25.0,365.0,548.0,365.0,157.0,67,228.0,17.0,11.0,2.0,2.0,3.0,1.0,135,65,68,43.0,0.0,0.48,0.5,4.39,8.839,1.04,0.713,0.597,0.048,0.032,5.89,0.032,5.89,8.84,9.86,0.03,3.4,6.0,0.04,958.0,5.77,5.0,4.0,72.0,22.0,10.0,5.0,11.0,0,136,45,88,38.16666666666666,10.666666666666666,3.111111111111111,2.0,5.444444444444445,0.0555555555555555,0.33,0.65
HOU,2016,REG,5277,567.0,347.0,220.0,3418.0,4974.0,3432.0,1388.0,456,1859.0,173.0,102.0,9.0,15.0,16.0,19.0,1071,443,612,272.0,6.0,0.41,0.57,4.93,8.772,9.438,6.517,0.612,0.028,0.026,6.03,0.026,6.05,8.77,9.89,0.02,4.08,39.0,0.03,8709.0,6.36,11.0,16.0,615.0,170.0,46.0,31.0,87.0,1,951,388,554,38.16666666666666,10.666666666666666,3.111111111111111,2.0,5.444444444444445,0.0555555555555555,0.41,0.58
IND,2016,REG,6119,569.0,370.0,199.0,4491.0,4849.0,4494.0,1803.0,409,1628.0,220.0,93.0,14.0,32.0,15.0,15.0,1039,391,627,408.0,18.0,0.38,0.6,5.89,8.522,10.166,10.736,0.65,0.026,0.056,7.89,0.056,7.9,8.52,12.15,0.034,3.98,78.0,0.06,10613.0,7.87,8.0,19.0,690.0,131.0,11.0,33.0,81.0,1,1027,398,616,43.125,8.1875,0.6875,2.0625,5.0625,0.0625,0.39,0.6
JAX,2016,REG,5556,610.0,369.0,241.0,3925.0,5155.0,3925.0,1848.0,393,1631.0,207.0,75.0,10.0,24.0,16.0,21.0,1054,387,661,321.0,18.0,0.37,0.63,5.27,8.451,1.032,1.072,0.605,0.026,0.039,6.43,0.039,6.43,8.45,10.64,0.025,4.15,58.0,0.04,9481.0,6.91,7.0,19.0,699.0,106.0,28.0,33.0,73.0,1,1030,433,577,43.6875,6.625,1.75,2.0625,4.5625,0.0625,0.42,0.56
KC,2016,POST,233,33.0,20.0,13.0,172.0,251.0,172.0,95.0,14,61.0,9.0,4.0,1.0,1.0,1.0,1.0,50,14,36,16.0,0.0,0.28,0.72,4.66,7.606,0.064,0.073,0.606,0.03,0.03,5.21,0.03,5.21,7.61,8.6,0.071,4.36,3.0,0.04,405.0,6.04,1.0,0.0,39.0,15.0,0.0,1.0,1.0,0,66,31,32,45.05882352941177,7.294117647058823,1.6470588235294117,1.7058823529411764,4.411764705882353,0.2941176470588235,0.47,0.48
KC,2016,REG,5662,538.0,365.0,173.0,3914.0,3732.0,3925.0,2076.0,412,1748.0,197.0,86.0,16.0,19.0,8.0,21.0,992,392,579,344.0,6.0,0.4,0.58,5.71,6.937,0.952,1.182,0.678,0.015,0.035,7.28,0.035,7.3,6.94,10.75,0.039,4.24,54.0,0.04,9587.0,7.29,18.0,24.0,727.0,109.0,28.0,28.0,74.0,5,1067,428,627,45.05882352941177,7.294117647058823,1.6470588235294117,1.7058823529411764,4.411764705882353,0.2941176470588235,0.4,0.59
LA,2016,REG,4565,516.0,312.0,204.0,3313.0,3907.0,3313.0,1624.0,376,1252.0,151.0,68.0,9.0,14.0,20.0,25.0,961,366,584,224.0,36.0,0.38,0.61,4.75,7.572,0.852,0.95,0.605,0.039,0.027,6.42,0.027,6.42,7.57,10.62,0.024,3.33,37.0,0.03,7878.0,6.54,10.0,18.0,703.0,133.0,35.0,31.0,100.0,1,1039,409,613,43.9375,8.3125,2.1875,1.9375,6.25,0.0625,0.39,0.59
LAC,2016,REG,5896,559.0,349.0,210.0,4386.0,4913.0,4386.0,2020.0,398,1510.0,214.0,90.0,11.0,33.0,21.0,25.0,1016,393,617,388.0,24.0,0.39,0.61,5.8,8.789,1.24,1.09,0.624,0.038,0.059,7.85,0.059,7.85,8.79,12.57,0.028,3.79,77.0,0.06,10282.0,7.87,18.0,15.0,655.0,155.0,92.0,35.0,85.0,5,1028,397,616,40.9375,9.6875,5.75,2.1875,5.3125,0.3125,0.39,0.6
LV,2016,POST,225,42.0,18.0,24.0,161.0,435.0,161.0,53.0,21,64.0,11.0,3.0,1.0,1.0,3.0,2.0,69,21,48,14.0,0.0,0.3,0.7,3.26,10.357,0.082,0.069,0.429,0.071,0.024,3.83,0.024,3.83,10.36,8.94,0.048,3.05,3.0,0.04,386.0,4.77,0.0,1.0,48.0,13.0,8.0,0.0,0.0,0,69,42,25,42.1764705882353,8.470588235294118,3.647058823529412,1.4705882352941178,4.588235294117647,0.0588235294117647,0.61,0.36
LV,2016,REG,6059,589.0,379.0,210.0,4137.0,4594.0,4137.0,1885.0,434,1922.0,198.0,98.0,18.0,29.0,7.0,19.0,1054,415,618,416.0,0.0,0.39,0.59,5.75,7.8,0.867,0.961,0.643,0.012,0.049,7.02,0.049,7.02,7.8,10.92,0.041,4.43,76.0,0.05,10196.0,7.27,16.0,25.0,669.0,131.0,54.0,25.0,78.0,1,993,413,568,42.1764705882353,8.470588235294118,3.647058823529412,1.4705882352941178,4.588235294117647,0.0588235294117647,0.42,0.57
MIA,2016,POST,341,35.0,29.0,6.0,289.0,250.0,289.0,89.0,21,52.0,16.0,1.0,0.0,1.0,1.0,3.0,63,21,42,12.0,0.0,0.33,0.67,5.41,7.143,0.058,0.071,0.829,0.029,0.029,8.26,0.029,8.26,7.14,9.97,0.0,2.48,2.0,0.02,630.0,7.41,2.0,0.0,27.0,20.0,14.0,1.0,2.0,0,54,33,19,39.52941176470589,14.411764705882351,3.647058823529412,2.0,5.470588235294118,0.0588235294117647,0.61,0.35
MIA,2016,REG,5540,462.0,316.0,146.0,3716.0,3804.0,3716.0,1796.0,405,1824.0,167.0,90.0,15.0,27.0,15.0,21.0,914,400,506,344.0,6.0,0.44,0.55,6.06,8.234,0.876,0.941,0.684,0.032,0.058,8.04,0.058,8.04,8.23,11.76,0.037,4.5,69.0,0.06,9256.0,7.82,16.0,27.0,645.0,225.0,48.0,33.0,91.0,1,1092,449,626,39.52941176470589,14.411764705882351,3.647058823529412,2.0,5.470588235294118,0.0588235294117647,0.41,0.57
MIN,2016,REG,5324,583.0,414.0,169.0,4119.0,3874.0,4119.0,2030.0,382,1205.0,209.0,66.0,10.0,20.0,5.0,18.0,1009,367,627,289.0,0.0,0.36,0.62,5.28,6.645,10.01,20.103,0.71,0.009,0.034,7.07,0.034,7.07,6.64,9.95,0.026,3.15,50.0,0.04,9443.0,6.85,14.0,24.0,649.0,162.0,9.0,41.0,111.0,4,995,401,587,40.5625,10.125,0.5625,2.5625,6.9375,0.25,0.4,0.59
NE,2016,POST,1396,140.0,93.0,47.0,1137.0,1307.0,1137.0,428.0,80,259.0,55.0,21.0,5.0,7.0,3.0,3.0,232,74,151,105.0,6.0,0.32,0.65,6.02,9.336,1.752,1.522,0.664,0.021,0.05,8.12,0.05,8.12,9.34,12.23,0.062,3.24,19.0,0.06,2533.0,8.09,4.0,2.0,108.0,41.0,3.0,8.0,17.0,0,180,61,118,38.10526315789474,12.421052631578949,1.3157894736842106,2.210526315789474,4.684210526315789,0.0,0.34,0.66
NE,2016,REG,6328,548.0,368.0,180.0,4456.0,4262.0,4456.0,2306.0,482,1872.0,203.0,109.0,19.0,32.0,2.0,24.0,1057,463,574,435.0,0.0,0.44,0.54,5.99,7.777,5.713,5.957,0.672,0.004,0.058,8.13,0.058,8.13,7.78,12.11,0.039,3.88,83.0,0.06,10784.0,7.71,13.0,29.0,616.0,195.0,22.0,34.0,72.0,0,1001,365,631,38.10526315789474,12.421052631578949,1.3157894736842106,2.210526315789474,4.684210526315789,0.0,0.36,0.63
NO,2016,REG,7000,659.0,472.0,187.0,5258.0,4817.0,5258.0,2438.0,407,1742.0,265.0,105.0,18.0,38.0,15.0,15.0,1110,395,696,477.0,24.0,0.36,0.63,6.31,7.31,0.88,1.011,0.716,0.023,0.058,7.98,0.058,7.98,7.31,11.14,0.044,4.28,94.0,0.06,12258.0,7.97,9.0,19.0,653.0,156.0,57.0,30.0,101.0,0,1012,382,612,40.8125,9.75,3.5625,1.875,6.3125,0.0,0.38,0.6
NYG,2016,POST,369,43.0,23.0,20.0,299.0,461.0,299.0,129.0,17,70.0,12.0,3.0,0.0,1.0,1.0,1.0,63,17,46,13.0,0.0,0.27,0.73,5.86,10.721,0.09,0.082,0.535,0.023,0.023,6.95,0.023,6.95,10.72,13.0,0.0,4.12,2.0,0.02,668.0,8.05,0.0,0.0,45.0,11.0,5.0,5.0,3.0,0,70,24,45,37.0,15.647058823529411,11.647058823529411,2.3529411764705883,4.941176470588236,0.1764705882352941,0.34,0.64
NYG,2016,REG,5439,582.0,377.0,205.0,4027.0,4702.0,4027.0,2011.0,399,1412.0,190.0,73.0,6.0,26.0,16.0,20.0,1019,381,620,287.0,6.0,0.37,0.61,5.34,8.079,0.916,1.111,0.648,0.027,0.045,6.92,0.045,6.92,8.08,10.68,0.015,3.54,58.0,0.04,9466.0,6.97,17.0,23.0,584.0,255.0,193.0,35.0,81.0,3,1063,388,661,37.0,15.647058823529411,11.647058823529411,2.3529411764705883,4.941176470588236,0.1764705882352941,0.37,0.62
NYJ,2016,REG,5439,525.0,311.0,214.0,3645.0,4902.0,3641.0,1599.0,419,1794.0,166.0,97.0,12.0,16.0,25.0,22.0,1004,413,585,279.0,24.0,0.41,0.58,5.42,9.337,1.115,1.108,0.592,0.048,0.03,6.94,0.03,6.94,9.34,11.71,0.029,4.28,44.0,0.04,9080.0,7.24,8.0,22.0,599.0,171.0,26.0,27.0,73.0,0,1002,404,572,37.4375,10.6875,1.625,1.6875,4.5625,0.0,0.4,0.57
PHI,2016,REG,5611,595.0,380.0,215.0,3798.0,4552.0,3798.0,1768.0,441,1813.0,192.0,114.0,19.0,16.0,14.0,27.0,1086,430,643,353.0,0.0,0.4,0.59,5.17,7.65,0.862,0.987,0.639,0.024,0.027,6.38,0.027,6.38,7.65,9.99,0.043,4.11,51.0,0.04,9409.0,6.64,16.0,21.0,609.0,141.0,35.0,34.0,87.0,3,979,374,587,38.0625,8.8125,2.1875,2.125,5.4375,0.1875,0.38,0.6
PIT,2016,POST,1139,92.0,64.0,28.0,735.0,800.0,735.0,364.0,89,404.0,35.0,22.0,3.0,3.0,4.0,1.0,188,84,99,65.0,0.0,0.45,0.53,6.06,8.696,0.162,0.164,0.696,0.043,0.033,7.99,0.033,7.99,8.7,11.48,0.034,4.54,9.0,0.04,1874.0,7.65,2.0,4.0,114.0,40.0,14.0,8.0,16.0,0,184,59,121,37.42105263157895,12.263157894736842,6.157894736842105,2.421052631578948,5.526315789473684,0.0526315789473684,0.32,0.66
PIT,2016,REG,6137,581.0,381.0,200.0,4377.0,5180.0,4377.0,1983.0,409,1760.0,210.0,97.0,14.0,33.0,15.0,16.0,1035,394,622,397.0,0.0,0.38,0.6,5.93,8.916,1.047,1.038,0.656,0.026,0.057,7.53,0.057,7.53,8.92,11.49,0.034,4.3,80.0,0.06,10514.0,7.67,13.0,21.0,597.0,193.0,103.0,38.0,89.0,1,1001,364,631,37.42105263157895,12.263157894736842,6.157894736842105,2.421052631578948,5.526315789473684,0.0526315789473684,0.36,0.63
SEA,2016,POST,727,58.0,40.0,18.0,449.0,595.0,449.0,158.0,59,278.0,22.0,16.0,1.0,4.0,2.0,1.0,125,56,66,46.0,0.0,0.45,0.53,5.82,10.259,0.869,0.951,0.69,0.034,0.069,7.74,0.069,7.74,10.26,11.22,0.017,4.71,9.0,0.06,1176.0,7.49,0.0,2.0,74.0,20.0,2.0,6.0,13.0,0,119,41,75,36.94444444444444,14.5,1.6111111111111112,2.6666666666666665,6.166666666666667,0.0555555555555555,0.34,0.63
SEA,2016,REG,6013,555.0,368.0,187.0,4422.0,4849.0,4422.0,1837.0,403,1591.0,203.0,85.0,13.0,23.0,12.0,23.0,1014,387,609,346.0,0.0,0.38,0.6,5.93,8.737,7.079,9.098,0.663,0.022,0.041,7.97,0.041,7.97,8.74,12.02,0.032,3.95,59.0,0.04,10435.0,7.87,11.0,18.0,591.0,241.0,27.0,42.0,98.0,1,1024,433,580,36.94444444444444,14.5,1.6111111111111112,2.6666666666666665,6.166666666666667,0.0555555555555555,0.42,0.57
SF,2016,REG,5185,481.0,287.0,194.0,3166.0,4013.0,3166.0,1470.0,460,2019.0,152.0,116.0,15.0,21.0,10.0,31.0,997,452,537,308.0,6.0,0.45,0.54,5.2,8.343,4.116,6.167,0.597,0.021,0.044,6.58,0.044,6.58,8.34,11.03,0.033,4.39,57.0,0.05,8351.0,6.8,10.0,23.0,712.0,177.0,83.0,33.0,74.0,0,1103,531,551,44.5,11.0625,5.1875,2.0625,4.625,0.0,0.48,0.5
TB,2016,REG,5781,560.0,355.0,205.0,4165.0,5819.0,4165.0,1404.0,454,1616.0,220.0,80.0,8.0,29.0,18.0,18.0,1073,438,619,330.0,12.0,0.41,0.58,5.39,10.391,1.024,1.02,0.634,0.032,0.052,7.44,0.052,7.44,10.39,11.73,0.018,3.56,66.0,0.05,9946.0,7.27,17.0,22.0,685.0,135.0,82.0,38.0,80.0,4,1018,418,589,42.8125,8.4375,5.125,2.375,5.0,0.25,0.41,0.58
TEN,2016,REG,5907,493.0,307.0,186.0,3720.0,4750.0,3720.0,1321.0,476,2187.0,175.0,115.0,18.0,29.0,11.0,18.0,1013,464,532,393.0,36.0,0.46,0.53,5.83,9.635,0.993,0.941,0.623,0.022,0.059,7.55,0.059,7.55,9.63,12.12,0.038,4.59,76.0,0.06,9627.0,7.54,12.0,11.0,662.0,123.0,24.0,40.0,92.0,1,1034,345,675,41.375,7.6875,1.5,2.5,5.75,0.0625,0.33,0.65
WAS,2016,REG,6644,595.0,407.0,188.0,4948.0,5297.0,4946.0,1969.0,381,1696.0,226.0,89.0,17.0,25.0,12.0,20.0,1013,368,629,393.0,18.0,0.36,0.62,6.56,8.903,21.359,21.25,0.684,0.02,0.042,8.32,0.042,8.31,8.9,12.15,0.045,4.45,67.0,0.05,11590.0,8.38,13.0,21.0,649.0,203.0,92.0,38.0,92.0,0,1052,417,626,40.5625,12.6875,5.75,2.375,5.75,0.0,0.4,0.6
ARI,2017,REG,5365,580.0,339.0,241.0,3979.0,5807.0,3979.0,1457.0,409,1386.0,200.0,66.0,6.0,21.0,18.0,19.0,1061,395,651,287.0,24.0,0.37,0.61,5.06,10.012,1.194,0.988,0.584,0.031,0.036,6.86,0.036,6.86,10.01,11.74,0.015,3.39,48.0,0.04,9344.0,7.04,15.0,20.0,713.0,112.0,34.0,37.0,94.0,2,1014,402,603,44.5625,7.0,2.125,2.3125,5.875,0.125,0.4,0.59
ATL,2017,POST,638,66.0,43.0,23.0,428.0,431.0,428.0,247.0,59,210.0,24.0,13.0,1.0,2.0,0.0,2.0,131,56,72,36.0,0.0,0.43,0.55,4.87,6.53,0.468,0.892,0.652,0.0,0.03,6.48,0.03,6.48,6.53,9.95,0.017,3.56,5.0,0.03,1066.0,6.35,0.0,4.0,90.0,10.0,2.0,4.0,10.0,0,127,45,79,40.72222222222222,9.944444444444445,1.9444444444444444,2.388888888888889,4.944444444444445,0.1111111111111111,0.35,0.62
ATL,2017,REG,5993,518.0,343.0,175.0,4146.0,4770.0,4146.0,1861.0,431,1847.0,200.0,101.0,13.0,21.0,12.0,16.0,985,421,551,343.0,12.0,0.43,0.56,6.08,9.208,5.185,7.0,0.662,0.023,0.041,8.0,0.041,8.0,9.21,12.09,0.03,4.29,55.0,0.04,10139.0,7.85,8.0,20.0,643.0,169.0,33.0,39.0,79.0,2,996,389,589,40.72222222222222,9.944444444444445,1.9444444444444444,2.388888888888889,4.944444444444445,0.1111111111111111,0.39,0.59
BAL,2017,REG,5091,554.0,363.0,191.0,3235.0,3842.0,3235.0,1506.0,461,1856.0,168.0,111.0,16.0,20.0,13.0,18.0,1057,445,593,361.0,12.0,0.42,0.56,4.82,6.935,2.493,4.397,0.655,0.023,0.036,5.84,0.036,5.84,6.94,8.91,0.035,4.03,56.0,0.04,8326.0,6.04,22.0,22.0,717.0,114.0,18.0,41.0,96.0,5,1047,427,608,44.8125,7.125,1.125,2.5625,6.0,0.3125,0.41,0.58
BUF,2017,POST,278,38.0,18.0,20.0,148.0,249.0,148.0,99.0,32,130.0,8.0,8.0,0.0,0.0,2.0,2.0,74,32,42,3.0,0.0,0.43,0.57,3.76,6.553,0.063,0.077,0.474,0.053,0.0,3.89,0.0,3.89,6.55,8.22,0.0,4.06,0.0,0.0,426.0,4.84,0.0,2.0,36.0,13.0,3.0,2.0,5.0,0,59,33,24,40.11764705882353,13.941176470588236,6.823529411764706,1.7058823529411764,4.470588235294118,0.1764705882352941,0.56,0.41
BUF,2017,REG,5082,465.0,288.0,177.0,3065.0,4127.0,3065.0,1303.0,488,2017.0,148.0,105.0,12.0,16.0,10.0,18.0,1010,472,521,286.0,12.0,0.47,0.52,5.03,8.875,1.039,0.941,0.619,0.022,0.034,6.59,0.034,6.59,8.88,10.64,0.025,4.13,44.0,0.04,8147.0,6.56,18.0,23.0,646.0,224.0,113.0,27.0,71.0,3,1068,444,600,40.11764705882353,13.941176470588236,6.823529411764706,1.7058823529411764,4.470588235294118,0.1764705882352941,0.42,0.56
CAR,2017,POST,456,41.0,24.0,17.0,349.0,395.0,349.0,139.0,26,107.0,16.0,5.0,0.0,2.0,0.0,0.0,71,26,45,26.0,0.0,0.37,0.63,6.42,9.634,0.087,0.086,0.585,0.0,0.049,8.51,0.049,8.51,9.63,14.54,0.0,4.12,4.0,0.04,805.0,8.85,1.0,2.0,41.0,3.0,0.0,1.0,4.0,0,56,21,34,37.294117647058826,10.117647058823527,1.2352941176470589,3.0,6.0,0.0588235294117647,0.38,0.61
CAR,2017,REG,5421,485.0,293.0,192.0,3319.0,4248.0,3319.0,1623.0,491,2102.0,167.0,121.0,16.0,22.0,16.0,20.0,1029,473,536,353.0,12.0,0.46,0.52,5.27,8.759,0.931,1.015,0.604,0.033,0.045,6.84,0.045,6.84,8.76,11.33,0.033,4.28,60.0,0.05,8740.0,6.89,10.0,18.0,593.0,169.0,21.0,50.0,98.0,1,955,343,597,37.294117647058826,10.117647058823527,1.2352941176470589,3.0,6.0,0.0588235294117647,0.36,0.63
CHI,2017,REG,4873,461.0,291.0,170.0,3085.0,3487.0,3086.0,1351.0,423,1788.0,144.0,93.0,14.0,13.0,12.0,26.0,936,418,512,240.0,12.0,0.45,0.55,5.21,7.564,0.722,0.983,0.631,0.026,0.028,6.69,0.028,6.69,7.56,10.6,0.033,4.23,40.0,0.03,7959.0,6.77,8.0,17.0,701.0,123.0,21.0,42.0,98.0,3,1004,415,572,43.8125,7.6875,1.3125,2.625,6.125,0.1875,0.41,0.57
CIN,2017,REG,4752,498.0,304.0,194.0,3386.0,4169.0,3378.0,1753.0,377,1366.0,165.0,72.0,7.0,25.0,12.0,16.0,927,359,549,279.0,6.0,0.39,0.59,5.13,8.371,12.633,17.172,0.61,0.024,0.05,6.8,0.05,6.78,8.37,11.11,0.019,3.62,57.0,0.05,8130.0,6.9,11.0,13.0,714.0,186.0,17.0,41.0,95.0,3,1091,482,600,44.625,11.625,1.0625,2.5625,5.9375,0.1875,0.44,0.55
CLE,2017,REG,5251,546.0,312.0,234.0,3537.0,5188.0,3537.0,1743.0,385,1714.0,157.0,97.0,12.0,15.0,28.0,18.0,1009,382,623,238.0,24.0,0.38,0.62,5.2,9.502,1.218,0.996,0.571,0.051,0.027,6.48,0.027,6.48,9.5,11.34,0.031,4.45,42.0,0.03,8788.0,7.07,7.0,27.0,663.0,185.0,30.0,34.0,76.0,1,1028,449,559,41.4375,11.5625,1.875,2.125,4.75,0.0625,0.44,0.54
DAL,2017,REG,5496,480.0,309.0,171.0,3326.0,3943.0,3308.0,1346.0,480,2170.0,162.0,127.0,18.0,22.0,13.0,12.0,1008,473,526,347.0,30.0,0.47,0.52,5.45,8.215,0.682,0.751,0.644,0.027,0.046,6.93,0.046,6.89,8.21,10.71,0.038,4.52,62.0,0.05,8804.0,6.94,10.0,22.0,649.0,174.0,57.0,38.0,96.0,1,1003,391,599,40.5625,10.875,3.5625,2.375,6.0,0.0625,0.39,0.6
DEN,2017,REG,5520,544.0,332.0,212.0,3668.0,4749.0,3668.0,1627.0,457,1852.0,180.0,92.0,9.0,19.0,22.0,19.0,1079,448,620,275.0,24.0,0.42,0.57,5.12,8.73,15.777,13.268,0.61,0.04,0.035,6.74,0.035,6.74,8.73,11.05,0.02,4.05,47.0,0.04,9188.0,6.89,10.0,20.0,606.0,142.0,46.0,33.0,75.0,4,952,413,524,37.875,8.875,2.875,2.0625,4.6875,0.25,0.43,0.55
DET,2017,REG,5691,559.0,374.0,185.0,4470.0,4561.0,4470.0,2123.0,364,1221.0,210.0,58.0,10.0,29.0,11.0,20.0,985,355,621,373.0,30.0,0.36,0.63,5.78,8.159,0.706,0.773,0.669,0.02,0.052,8.0,0.052,8.0,8.16,11.95,0.027,3.35,68.0,0.05,10161.0,7.83,19.0,21.0,703.0,146.0,46.0,35.0,91.0,5,1039,418,607,43.9375,9.125,2.875,2.1875,5.6875,0.3125,0.4,0.58
