team,season,season_type,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,first_down_pass,first_down_rush,rush_touchdown,pass_touchdown,interception_off,fumble_off,offense_snaps,rush_snaps_off,pass_snaps_off,total_off_points,total_def_points,rush_pct_off,pass_pct_off,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,total_tds,td_pct,total_yards,yptouch,interception_def,fumble_def,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defense_snaps,rush_snaps_def,pass_snaps_def,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,rush_pct_def,pass_pct_def
ATL,2022,REG,5645,406.0,257.0,149.0,2927.0,4033.0,2927.0,1240.0,560,2718.0,148.0,152.0,18.0,17.0,9.0,19.0,1014,550,450,345.0,0.0,0.54,0.44,5.57,9.933,4.384,5.486,0.633,0.022,0.042,7.21,0.042,7.21,9.93,11.39,0.032,4.85,52.0,0.04,8572.0,7.01,10.0,12.0,557.0,314.0,106.0,21.0,66.0,2,1087,493,582,32.76470588235294,18.47058823529412,6.235294117647059,1.2352941176470589,3.882352941176471,0.1176470588235294,0.45,0.54
BAL,2022,POST,381,28.0,17.0,11.0,226.0,191.0,226.0,126.0,35,155.0,11.0,10.0,0.0,2.0,1.0,3.0,66,35,31,18.0,6.0,0.53,0.47,5.77,6.821,0.124,0.222,0.607,0.036,0.071,8.07,0.071,8.07,6.82,13.29,0.0,4.43,4.0,0.05,607.0,7.59,0.0,1.0,34.0,12.0,3.0,4.0,7.0,0,55,17,37,36.72222222222222,13.055555555555555,5.277777777777778,2.888888888888889,5.333333333333333,0.0,0.31,0.67
BAL,2022,REG,5922,475.0,300.0,175.0,3202.0,4014.0,3202.0,1370.0,527,2720.0,149.0,167.0,15.0,19.0,13.0,23.0,1054,508,522,351.0,6.0,0.48,0.5,5.62,8.451,2.605,3.77,0.632,0.027,0.04,6.74,0.04,6.74,8.45,10.67,0.028,5.16,53.0,0.04,9124.0,7.01,14.0,17.0,627.0,223.0,92.0,48.0,89.0,0,1050,397,642,36.72222222222222,13.055555555555555,5.277777777777778,2.888888888888889,5.333333333333333,0.0,0.38,0.61
BUF,2022,POST,787,78.0,48.0,30.0,616.0,990.0,616.0,181.0,45,171.0,30.0,13.0,2.0,3.0,3.0,3.0,134,44,89,45.0,6.0,0.33,0.66,5.87,12.692,0.249,0.158,0.615,0.038,0.038,7.9,0.038,7.9,12.69,12.83,0.044,3.8,8.0,0.05,1403.0,8.2,2.0,1.0,70.0,28.0,17.0,5.0,14.0,0,141,52,86,37.11111111111112,14.11111111111111,7.611111111111111,2.5,5.944444444444445,0.0555555555555555,0.37,0.61
BUF,2022,REG,6523,560.0,361.0,199.0,4291.0,5286.0,4291.0,1593.0,432,2232.0,212.0,128.0,17.0,35.0,14.0,25.0,1040,411,607,446.0,6.0,0.4,0.58,6.27,9.439,1.331,1.134,0.645,0.025,0.062,7.66,0.062,7.66,9.44,11.89,0.039,5.17,87.0,0.06,10814.0,7.99,17.0,22.0,598.0,226.0,120.0,40.0,93.0,1,1000,383,611,37.11111111111112,14.11111111111111,7.611111111111111,2.5,5.944444444444445,0.0555555555555555,0.38,0.61
CAR,2022,REG,5456,444.0,267.0,177.0,3246.0,3321.0,3226.0,1714.0,486,2210.0,138.0,119.0,17.0,16.0,13.0,22.0,980,480,491,331.0,12.0,0.49,0.5,5.57,7.48,0.728,0.929,0.601,0.029,0.036,7.31,0.036,7.27,7.48,12.08,0.035,4.55,49.0,0.04,8682.0,7.25,10.0,21.0,652.0,258.0,81.0,35.0,88.0,3,1107,475,615,38.35294117647059,15.176470588235292,4.764705882352941,2.0588235294117645,5.176470588235294,0.1764705882352941,0.43,0.56
CHI,2022,REG,5612,362.0,223.0,139.0,2598.0,3426.0,2589.0,1141.0,558,3014.0,109.0,148.0,19.0,19.0,15.0,33.0,998,546,439,334.0,12.0,0.55,0.44,5.62,9.464,0.709,0.772,0.616,0.041,0.052,7.18,0.052,7.15,9.46,11.61,0.034,5.4,57.0,0.05,8201.0,7.17,14.0,22.0,615.0,251.0,123.0,20.0,42.0,0,1048,521,502,36.1764705882353,14.764705882352942,7.235294117647059,1.1764705882352942,2.4705882352941178,0.0,0.5,0.48
CIN,2022,POST,1015,107.0,72.0,35.0,721.0,747.0,721.0,341.0,69,294.0,36.0,24.0,3.0,4.0,2.0,1.0,189,66,119,65.0,0.0,0.35,0.63,5.37,6.981,2.264,3.69,0.673,0.019,0.037,6.74,0.037,6.74,6.98,10.01,0.043,4.26,11.0,0.04,1736.0,7.0,2.0,5.0,121.0,38.0,9.0,6.0,18.0,1,194,74,120,36.1578947368421,14.894736842105264,5.473684210526316,1.894736842105263,6.105263157894737,0.1052631578947368,0.38,0.62
CIN,2022,REG,6048,598.0,418.0,180.0,4520.0,4173.0,4520.0,2147.0,400,1528.0,221.0,96.0,14.0,35.0,12.0,10.0,1059,376,658,414.0,12.0,0.36,0.62,5.71,6.978,12.645,20.621,0.699,0.02,0.059,7.56,0.059,7.56,6.98,10.81,0.035,3.82,84.0,0.06,10568.0,7.46,13.0,22.0,566.0,245.0,95.0,30.0,98.0,1,999,403,584,36.1578947368421,14.894736842105264,5.473684210526316,1.894736842105263,6.105263157894737,0.1052631578947368,0.4,0.58
CLE,2022,REG,6200,528.0,335.0,193.0,3710.0,4453.0,3710.0,1593.0,533,2490.0,182.0,142.0,19.0,19.0,12.0,16.0,1118,519,580,337.0,0.0,0.46,0.52,5.55,8.434,1.046,0.964,0.634,0.023,0.036,7.03,0.036,7.03,8.43,11.07,0.036,4.67,57.0,0.04,9910.0,7.1,11.0,25.0,576.0,250.0,102.0,34.0,59.0,3,1044,470,555,33.88235294117647,14.705882352941176,6.0,2.0,3.4705882352941178,0.1764705882352941,0.45,0.53
DAL,2022,POST,715,68.0,48.0,20.0,511.0,571.0,511.0,206.0,57,204.0,25.0,13.0,1.0,5.0,2.0,1.0,129,55,72,43.0,0.0,0.43,0.56,5.54,8.397,0.099,0.106,0.706,0.029,0.074,7.51,0.074,7.51,8.4,10.65,0.018,3.58,11.0,0.06,1226.0,7.09,1.0,2.0,70.0,35.0,13.0,4.0,11.0,0,145,44,101,40.05263157894737,13.052631578947368,4.2631578947368425,3.0526315789473686,6.315789473684211,0.1578947368421052,0.3,0.7
DAL,2022,REG,6209,538.0,355.0,183.0,3911.0,4470.0,3911.0,1667.0,532,2298.0,194.0,129.0,24.0,28.0,18.0,13.0,1116,518,583,452.0,18.0,0.46,0.52,5.56,8.309,0.773,0.842,0.66,0.033,0.052,7.27,0.052,7.27,8.31,11.02,0.045,4.32,80.0,0.06,10120.0,7.1,16.0,28.0,691.0,213.0,68.0,54.0,109.0,3,1106,489,603,40.05263157894737,13.052631578947368,4.2631578947368425,3.0526315789473686,6.315789473684211,0.1578947368421052,0.44,0.55
DEN,2022,REG,5942,556.0,345.0,211.0,4007.0,4998.0,4007.0,1987.0,445,1935.0,166.0,105.0,11.0,18.0,15.0,24.0,1080,436,634,288.0,18.0,0.4,0.59,5.5,8.989,16.605,13.561,0.621,0.027,0.032,7.21,0.032,7.21,8.99,11.61,0.025,4.35,47.0,0.03,9949.0,7.39,15.0,25.0,587.0,283.0,114.0,36.0,78.0,0,1082,425,641,34.529411764705884,16.647058823529413,6.705882352941177,2.117647058823529,4.588235294117647,0.0,0.39,0.59
DET,2022,REG,6623,581.0,383.0,198.0,4444.0,4135.0,4430.0,2271.0,484,2179.0,228.0,114.0,23.0,29.0,7.0,17.0,1097,469,612,442.0,18.0,0.43,0.56,6.04,7.117,0.64,0.804,0.659,0.012,0.05,7.65,0.05,7.62,7.12,11.57,0.048,4.5,81.0,0.06,11053.0,7.63,12.0,16.0,619.0,245.0,128.0,39.0,98.0,1,1082,464,604,36.41176470588236,14.411764705882351,7.529411764705882,2.294117647058824,5.764705882352941,0.0588235294117647,0.43,0.56
GB,2022,REG,6003,551.0,364.0,187.0,3890.0,4478.0,3896.0,2016.0,456,2113.0,186.0,116.0,14.0,27.0,12.0,21.0,1054,441,595,363.0,6.0,0.42,0.56,5.7,8.127,7.603,7.761,0.661,0.022,0.049,7.06,0.049,7.07,8.13,10.7,0.031,4.63,68.0,0.05,9899.0,7.22,17.0,22.0,618.0,253.0,111.0,34.0,83.0,2,993,465,513,36.35294117647059,14.882352941176473,6.529411764705882,2.0,4.882352941176471,0.1176470588235294,0.47,0.52
HOU,2022,REG,5118,560.0,352.0,208.0,3642.0,4358.0,3642.0,1842.0,399,1476.0,159.0,90.0,9.0,20.0,19.0,25.0,1020,391,620,294.0,42.0,0.38,0.61,5.02,7.782,8.269,6.437,0.629,0.034,0.036,6.5,0.036,6.5,7.78,10.35,0.023,3.7,49.0,0.04,8760.0,6.68,16.0,27.0,671.0,288.0,152.0,39.0,74.0,1,1136,554,560,39.47058823529412,16.941176470588236,8.941176470588236,2.294117647058824,4.352941176470588,0.0588235294117647,0.49,0.49
IND,2022,REG,5721,584.0,398.0,186.0,3855.0,3837.0,3854.0,1791.0,440,1866.0,193.0,91.0,8.0,17.0,20.0,32.0,1108,433,667,276.0,30.0,0.39,0.6,5.16,6.57,8.044,11.019,0.682,0.034,0.029,6.6,0.029,6.6,6.57,9.68,0.018,4.24,42.0,0.03,9575.0,6.73,10.0,24.0,657.0,263.0,110.0,44.0,84.0,2,1099,493,588,38.64705882352941,15.470588235294118,6.470588235294118,2.588235294117647,4.941176470588236,0.1176470588235294,0.45,0.54
JAX,2022,POST,766,81.0,52.0,29.0,505.0,656.0,505.0,227.0,41,261.0,29.0,14.0,1.0,5.0,5.0,1.0,131,41,89,51.0,0.0,0.31,0.68,5.85,8.099,0.131,0.142,0.642,0.062,0.062,6.23,0.062,6.23,8.1,9.71,0.024,6.37,11.0,0.06,1271.0,7.3,0.0,2.0,65.0,39.0,11.0,3.0,15.0,0,136,50,83,37.36842105263158,16.263157894736842,6.157894736842105,2.0,6.421052631578948,0.2105263157894736,0.37,0.61
JAX,2022,REG,6264,587.0,394.0,193.0,4148.0,4352.0,4151.0,2040.0,449,2116.0,208.0,114.0,16.0,25.0,9.0,21.0,1079,438,628,380.0,0.0,0.41,0.58,5.81,7.414,0.871,1.032,0.671,0.015,0.043,7.07,0.043,7.07,7.41,10.54,0.036,4.71,66.0,0.05,10415.0,7.28,14.0,20.0,645.0,270.0,106.0,35.0,107.0,4,1113,460,641,37.36842105263158,16.263157894736842,6.157894736842105,2.0,6.421052631578948,0.2105263157894736,0.41,0.58
KC,2022,POST,1067,107.0,77.0,30.0,726.0,650.0,726.0,364.0,76,341.0,43.0,17.0,1.0,8.0,0.0,3.0,186,72,110,82.0,0.0,0.39,0.59,5.74,6.075,0.166,0.235,0.72,0.0,0.075,6.79,0.075,6.79,6.07,9.43,0.013,4.49,17.0,0.07,1793.0,6.9,3.0,3.0,131.0,26.0,5.0,9.0,20.0,1,196,69,126,37.7,14.65,4.65,3.2,6.6,0.15,0.35,0.64
KC,2022,REG,7220,639.0,435.0,204.0,5250.0,4712.0,5250.0,2827.0,419,1970.0,272.0,105.0,18.0,41.0,12.0,16.0,1099,405,680,482.0,0.0,0.37,0.62,6.57,7.374,1.202,1.404,0.681,0.019,0.064,8.22,0.064,8.22,7.37,12.07,0.043,4.7,100.0,0.07,12470.0,8.35,11.0,21.0,623.0,267.0,88.0,55.0,112.0,2,1096,408,676,37.7,14.65,4.65,3.2,6.6,0.15,0.37,0.62
LA,2022,REG,5167,516.0,347.0,169.0,3506.0,3712.0,3506.0,1794.0,411,1661.0,181.0,89.0,16.0,16.0,15.0,17.0,1001,399,588,310.0,18.0,0.4,0.59,5.16,7.194,0.81,0.95,0.672,0.029,0.031,6.79,0.031,6.79,7.19,10.1,0.039,4.04,48.0,0.04,8673.0,6.81,16.0,14.0,599.0,262.0,105.0,38.0,79.0,1,1052,445,593,35.23529411764706,15.411764705882351,6.176470588235294,2.235294117647059,4.647058823529412,0.0588235294117647,0.42,0.56
LAC,2022,POST,340,43.0,25.0,18.0,273.0,239.0,273.0,150.0,23,67.0,13.0,4.0,2.0,1.0,0.0,2.0,69,22,46,30.0,0.0,0.32,0.67,4.93,5.558,0.06,0.084,0.581,0.0,0.023,6.35,0.023,6.35,5.56,10.92,0.087,2.91,4.0,0.04,613.0,6.74,4.0,0.0,42.0,14.0,4.0,2.0,4.0,0,71,22,49,33.72222222222222,14.11111111111111,6.277777777777778,2.333333333333333,4.5,0.0555555555555555,0.31,0.69
LAC,2022,REG,6315,701.0,485.0,216.0,4791.0,4521.0,4777.0,2538.0,404,1524.0,232.0,93.0,15.0,26.0,10.0,24.0,1156,387,750,384.0,6.0,0.33,0.65,5.46,6.449,1.141,1.366,0.692,0.014,0.037,6.83,0.037,6.81,6.45,9.85,0.037,3.77,67.0,0.04,11092.0,6.98,14.0,16.0,565.0,240.0,109.0,40.0,77.0,1,1004,447,547,33.72222222222222,14.11111111111111,6.277777777777778,2.333333333333333,4.5,0.0555555555555555,0.45,0.54
LV,2022,REG,6239,569.0,359.0,210.0,4182.0,5359.0,4182.0,1780.0,429,2057.0,193.0,122.0,12.0,28.0,17.0,16.0,1053,424,624,380.0,18.0,0.4,0.59,5.92,9.418,1.011,0.928,0.631,0.03,0.049,7.35,0.049,7.35,9.42,11.65,0.028,4.79,68.0,0.05,10421.0,7.68,6.0,15.0,616.0,257.0,96.0,27.0,88.0,3,1083,445,620,36.23529411764706,15.117647058823527,5.647058823529412,1.588235294117647,5.176470588235294,0.1764705882352941,0.41,0.57
MIA,2022,POST,262,43.0,18.0,25.0,220.0,497.0,220.0,106.0,20,42.0,12.0,3.0,1.0,1.0,2.0,1.0,70,20,50,25.0,0.0,0.29,0.71,3.74,11.558,0.114,0.088,0.419,0.047,0.023,5.12,0.023,5.12,11.56,12.22,0.05,2.1,3.0,0.04,482.0,5.95,2.0,3.0,41.0,15.0,6.0,7.0,10.0,1,72,25,46,35.166666666666664,14.666666666666666,6.777777777777778,2.611111111111111,5.722222222222222,0.1666666666666666,0.35,0.64
MIA,2022,REG,6451,569.0,368.0,201.0,4765.0,5320.0,4765.0,1789.0,390,1686.0,220.0,93.0,13.0,30.0,15.0,16.0,1011,375,620,379.0,12.0,0.37,0.61,6.38,9.35,1.226,1.159,0.647,0.026,0.053,8.37,0.053,8.37,9.35,12.95,0.033,4.32,73.0,0.06,11216.0,8.45,8.0,20.0,592.0,249.0,116.0,40.0,93.0,2,1091,402,665,35.166666666666664,14.666666666666666,6.777777777777778,2.611111111111111,5.722222222222222,0.1666666666666666,0.37,0.61
MIN,2022,POST,332,40.0,32.0,8.0,271.0,262.0,271.0,131.0,16,61.0,16.0,3.0,1.0,2.0,0.0,0.0,56,16,40,24.0,0.0,0.29,0.71,5.93,6.55,0.677,1.379,0.8,0.0,0.05,6.78,0.05,6.78,6.55,8.47,0.062,3.81,5.0,0.06,603.0,6.85,0.0,2.0,39.0,11.0,5.0,3.0,4.0,0,68,26,38,40.11111111111112,13.88888888888889,6.833333333333333,2.2777777777777777,4.944444444444445,0.0555555555555555,0.38,0.56
MIN,2022,REG,6479,657.0,448.0,209.0,4818.0,5015.0,4808.0,2102.0,404,1661.0,244.0,93.0,20.0,30.0,15.0,19.0,1127,394,720,426.0,12.0,0.35,0.64,5.75,7.633,12.959,22.655,0.682,0.023,0.046,7.33,0.046,7.32,7.63,10.73,0.05,4.11,80.0,0.05,11287.0,7.48,15.0,19.0,683.0,239.0,118.0,38.0,85.0,1,1124,457,656,40.11111111111112,13.88888888888889,6.833333333333333,2.2777777777777777,4.944444444444445,0.0555555555555555,0.41,0.58
NE,2022,REG,5647,526.0,358.0,168.0,3815.0,4111.0,3815.0,1837.0,425,1832.0,166.0,98.0,12.0,19.0,14.0,26.0,1010,403,583,318.0,12.0,0.4,0.58,5.59,7.816,5.511,5.717,0.681,0.027,0.036,7.25,0.036,7.25,7.82,10.66,0.028,4.31,50.0,0.04,9462.0,7.23,19.0,21.0,602.0,295.0,132.0,54.0,88.0,7,1094,426,652,35.411764705882355,17.352941176470587,7.764705882352941,3.176470588235294,5.176470588235294,0.4117647058823529,0.39,0.6
NO,2022,REG,5951,498.0,338.0,160.0,3969.0,4550.0,3969.0,1622.0,467,1982.0,181.0,103.0,12.0,24.0,14.0,23.0,1019,455,550,328.0,24.0,0.45,0.54,5.84,9.137,0.831,0.764,0.679,0.028,0.048,7.97,0.048,7.97,9.14,11.74,0.026,4.24,60.0,0.05,9920.0,7.61,7.0,15.0,619.0,246.0,88.0,48.0,76.0,1,1082,485,585,36.41176470588236,14.470588235294118,5.176470588235294,2.823529411764706,4.470588235294118,0.0588235294117647,0.45,0.54
NYG,2022,POST,696,61.0,39.0,22.0,436.0,415.0,436.0,233.0,50,260.0,23.0,16.0,3.0,2.0,1.0,3.0,120,46,70,38.0,0.0,0.38,0.58,5.8,6.803,0.081,0.116,0.639,0.016,0.033,7.15,0.033,7.15,6.8,11.18,0.06,5.2,7.0,0.05,1132.0,7.55,0.0,1.0,71.0,31.0,14.0,1.0,11.0,0,125,59,65,34.78947368421053,15.947368421052632,7.2105263157894735,2.210526315789474,6.0,0.1052631578947368,0.47,0.52
NYG,2022,REG,5950,514.0,346.0,168.0,3431.0,3334.0,3431.0,1698.0,521,2519.0,170.0,150.0,21.0,17.0,6.0,17.0,1095,508,569,353.0,0.0,0.46,0.52,5.43,6.486,0.65,0.981,0.673,0.012,0.033,6.68,0.033,6.68,6.49,9.92,0.04,4.83,55.0,0.04,9381.0,6.79,6.0,26.0,590.0,272.0,123.0,41.0,103.0,2,1079,457,607,34.78947368421053,15.947368421052632,7.2105263157894735,2.210526315789474,6.0,0.1052631578947368,0.42,0.56
NYJ,2022,REG,5726,613.0,357.0,256.0,4040.0,5173.0,4047.0,1843.0,405,1686.0,191.0,79.0,15.0,15.0,14.0,23.0,1074,394,669,298.0,0.0,0.37,0.62,5.33,8.439,1.176,1.293,0.582,0.023,0.024,6.59,0.024,6.6,8.44,11.34,0.037,4.16,45.0,0.03,9773.0,7.11,12.0,17.0,609.0,260.0,112.0,45.0,121.0,0,1093,477,601,35.8235294117647,15.294117647058824,6.588235294117647,2.647058823529412,7.117647058823529,0.0,0.44,0.55
PHI,2022,POST,1110,87.0,58.0,29.0,579.0,791.0,579.0,249.0,121,531.0,25.0,41.0,10.0,3.0,0.0,3.0,212,118,91,105.0,6.0,0.56,0.43,5.24,9.092,0.15,0.144,0.667,0.0,0.034,6.66,0.034,6.66,9.09,9.98,0.083,4.39,16.0,0.06,1689.0,6.35,1.0,5.0,100.0,26.0,6.0,8.0,19.0,0,150,68,80,38.1,12.55,4.4,3.9,6.7,0.1,0.45,0.53
PHI,2022,REG,6873,527.0,350.0,177.0,4364.0,4442.0,4378.0,2053.0,547,2509.0,195.0,161.0,32.0,25.0,9.0,21.0,1128,525,580,468.0,18.0,0.47,0.51,6.09,8.429,0.841,0.874,0.664,0.017,0.047,8.28,0.047,8.31,8.43,12.51,0.059,4.59,82.0,0.06,11251.0,7.9,17.0,23.0,662.0,225.0,82.0,70.0,115.0,2,1075,437,625,38.1,12.55,4.4,3.9,6.7,0.1,0.41,0.58
PIT,2022,REG,5734,557.0,364.0,193.0,3661.0,4708.0,3671.0,1438.0,500,2073.0,189.0,129.0,16.0,12.0,14.0,11.0,1112,491,610,303.0,6.0,0.44,0.55,5.16,8.452,0.951,0.995,0.654,0.025,0.022,6.57,0.022,6.59,8.45,10.09,0.032,4.15,40.0,0.03,9405.0,6.62,20.0,19.0,564.0,279.0,106.0,40.0,78.0,1,1026,428,580,33.1764705882353,16.41176470588235,6.235294117647059,2.3529411764705883,4.588235294117647,0.0588235294117647,0.42,0.57
SEA,2022,POST,357,34.0,25.0,9.0,253.0,326.0,253.0,77.0,25,104.0,14.0,6.0,1.0,2.0,1.0,1.0,64,25,39,23.0,0.0,0.39,0.61,5.58,9.588,0.476,0.557,0.735,0.029,0.059,7.44,0.059,7.44,9.59,10.12,0.04,4.16,5.0,0.06,610.0,7.26,0.0,0.0,36.0,12.0,7.0,1.0,3.0,0,65,32,32,38.66666666666666,14.5,6.722222222222222,2.555555555555556,5.5,0.0555555555555555,0.49,0.49
SEA,2022,REG,6324,561.0,399.0,162.0,4282.0,4319.0,4282.0,1780.0,425,2042.0,206.0,106.0,12.0,30.0,12.0,18.0,1046,413,620,397.0,12.0,0.39,0.59,6.05,7.699,6.305,9.197,0.711,0.021,0.053,7.63,0.053,7.63,7.7,10.73,0.028,4.8,72.0,0.05,10606.0,7.66,14.0,24.0,660.0,249.0,114.0,45.0,96.0,1,1120,509,593,38.66666666666666,14.5,6.722222222222222,2.555555555555556,5.5,0.0555555555555555,0.45,0.53
SF,2022,POST,1018,77.0,48.0,29.0,643.0,741.0,643.0,334.0,89,375.0,30.0,23.0,3.0,3.0,0.0,3.0,173,88,84,67.0,0.0,0.51,0.49,5.88,9.623,0.76,0.987,0.623,0.0,0.039,8.35,0.039,8.35,9.62,13.4,0.034,4.21,9.0,0.04,1661.0,7.76,3.0,2.0,129.0,38.0,9.0,5.0,8.0,0,194,89,103,37.35,14.45,5.4,2.45,6.25,0.15,0.46,0.53
SF,2022,REG,6409,503.0,338.0,165.0,4049.0,3484.0,4049.0,2236.0,504,2360.0,188.0,132.0,21.0,30.0,9.0,19.0,1047,487,543,439.0,6.0,0.47,0.52,6.12,6.926,3.573,6.449,0.672,0.018,0.06,8.05,0.06,8.05,6.93,11.98,0.042,4.68,81.0,0.06,10458.0,7.78,20.0,16.0,618.0,251.0,99.0,44.0,117.0,3,1029,378,639,37.35,14.45,5.4,2.45,6.25,0.15,0.37,0.62
TB,2022,POST,403,65.0,35.0,30.0,351.0,360.0,351.0,192.0,12,52.0,20.0,4.0,0.0,2.0,1.0,2.0,82,12,70,14.0,0.0,0.15,0.85,4.91,5.538,0.063,0.118,0.538,0.015,0.031,5.4,0.031,5.4,5.54,10.03,0.0,4.33,4.0,0.04,754.0,6.73,0.0,0.0,44.0,13.0,3.0,1.0,5.0,0,69,33,34,37.77777777777778,14.22222222222222,5.277777777777778,2.555555555555556,5.833333333333333,0.0555555555555555,0.48,0.49
TB,2022,REG,6054,741.0,499.0,242.0,4746.0,5162.0,4732.0,2335.0,387,1308.0,240.0,79.0,5.0,26.0,10.0,16.0,1166,370,776,307.0,0.0,0.32,0.67,5.19,6.966,0.909,1.35,0.673,0.013,0.035,6.4,0.035,6.39,6.97,9.48,0.013,3.38,57.0,0.04,10786.0,6.63,10.0,24.0,636.0,243.0,92.0,45.0,100.0,1,1077,448,614,37.77777777777778,14.22222222222222,5.277777777777778,2.555555555555556,5.833333333333333,0.0555555555555555,0.42,0.57
TEN,2022,REG,5358,445.0,285.0,160.0,3227.0,3567.0,3227.0,1541.0,487,2131.0,153.0,104.0,17.0,16.0,11.0,16.0,993,474,505,294.0,12.0,0.48,0.51,5.4,8.016,0.746,0.849,0.64,0.025,0.036,7.25,0.036,7.25,8.02,11.32,0.035,4.38,49.0,0.04,8585.0,7.05,14.0,26.0,621.0,249.0,127.0,39.0,101.0,1,1107,379,713,36.52941176470589,14.647058823529411,7.470588235294118,2.294117647058824,5.941176470588236,0.0588235294117647,0.34,0.64
WAS,2022,REG,5926,538.0,344.0,194.0,3783.0,4453.0,3783.0,1673.0,538,2143.0,184.0,124.0,9.0,24.0,16.0,24.0,1147,528,607,303.0,12.0,0.46,0.53,5.17,8.277,17.956,19.214,0.639,0.03,0.045,7.03,0.045,7.03,8.28,11.0,0.017,3.98,57.0,0.04,9709.0,6.84,9.0,12.0,564.0,236.0,78.0,43.0,107.0,3,999,428,555,33.1764705882353,13.882352941176473,4.588235294117647,2.5294117647058822,6.294117647058823,0.1764705882352941,0.43,0.56
ARI,2023,REG,5795,543.0,355.0,188.0,3430.0,4186.0,3430.0,1669.0,477,2365.0,173.0,127.0,17.0,18.0,12.0,21.0,1080,469,602,327.0,18.0,0.43,0.56,5.37,7.709,0.861,0.925,0.654,0.022,0.033,6.32,0.033,6.32,7.71,9.66,0.036,4.96,53.0,0.04,9225.0,6.71,11.0,8.0,602.0,268.0,126.0,33.0,55.0,1,1062,510,537,35.411764705882355,15.764705882352942,7.411764705882353,1.9411764705882355,3.235294117647059,0.0588235294117647,0.48,0.51
ATL,2023,REG,5934,513.0,327.0,186.0,3775.0,4345.0,3775.0,1769.0,523,2159.0,181.0,121.0,14.0,17.0,17.0,24.0,1096,514,569,314.0,6.0,0.47,0.52,5.41,8.47,4.723,6.932,0.637,0.033,0.033,7.36,0.033,7.36,8.47,11.54,0.027,4.13,48.0,0.04,9709.0,7.12,8.0,24.0,580.0,279.0,116.0,42.0,93.0,1,1092,479,593,34.11764705882353,16.41176470588235,6.823529411764706,2.4705882352941178,5.470588235294118,0.0588235294117647,0.44,0.54
BAL,2023,POST,734,58.0,36.0,22.0,424.0,510.0,424.0,171.0,58,310.0,21.0,17.0,3.0,3.0,1.0,2.0,124,57,66,50.0,0.0,0.46,0.53,5.92,8.793,0.331,0.46,0.621,0.017,0.052,7.31,0.052,7.31,8.79,11.78,0.052,5.34,9.0,0.06,1158.0,7.62,0.0,3.0,63.0,34.0,11.0,2.0,12.0,0,120,42,74,36.1578947368421,14.526315789473683,6.368421052631579,3.263157894736842,6.631578947368421,0.0526315789473684,0.35,0.62
BAL,2023,REG,6542,487.0,328.0,159.0,3881.0,4089.0,3881.0,1827.0,542,2661.0,180.0,144.0,27.0,27.0,7.0,28.0,1078,529,535,476.0,6.0,0.49,0.5,6.07,8.396,2.653,3.865,0.674,0.014,0.055,7.97,0.055,7.97,8.4,11.83,0.05,4.91,81.0,0.06,10423.0,7.68,18.0,19.0,624.0,242.0,110.0,60.0,114.0,1,1116,406,698,36.1578947368421,14.526315789473683,6.368421052631579,3.263157894736842,6.631578947368421,0.0526315789473684,0.36,0.63
BUF,2023,POST,738,69.0,47.0,22.0,389.0,437.0,389.0,282.0,73,349.0,23.0,25.0,3.0,4.0,0.0,2.0,144,72,71,55.0,0.0,0.5,0.49,5.12,6.333,0.11,0.14,0.681,0.0,0.058,5.64,0.058,5.64,6.33,8.28,0.041,4.78,11.0,0.06,1127.0,5.96,1.0,4.0,53.0,26.0,6.0,1.0,8.0,0,110,43,62,34.78947368421053,13.473684210526317,6.631578947368421,2.894736842105264,6.2105263157894735,0.1052631578947368,0.39,0.56
BUF,2023,REG,6518,561.0,385.0,176.0,4306.0,5022.0,4306.0,1973.0,512,2212.0,199.0,158.0,23.0,29.0,18.0,17.0,1118,490,604,439.0,0.0,0.44,0.54,5.83,8.952,1.264,1.136,0.686,0.032,0.052,7.68,0.052,7.68,8.95,11.18,0.045,4.32,81.0,0.06,10824.0,7.42,18.0,22.0,608.0,230.0,120.0,54.0,110.0,2,1020,401,606,34.78947368421053,13.473684210526317,6.631578947368421,2.894736842105264,6.2105263157894735,0.1052631578947368,0.39,0.59
CAR,2023,REG,5014,576.0,350.0,226.0,3245.0,4482.0,3245.0,1439.0,447,1769.0,150.0,111.0,7.0,13.0,10.0,23.0,1099,443,651,223.0,30.0,0.4,0.59,4.56,7.781,0.982,1.205,0.608,0.017,0.023,5.63,0.023,5.63,7.78,9.27,0.016,3.96,33.0,0.02,8259.0,6.02,8.0,11.0,536.0,278.0,111.0,27.0,72.0,2,1018,472,509,31.529411764705884,16.352941176470587,6.529411764705882,1.588235294117647,4.235294117647059,0.1176470588235294,0.46,0.5
